City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
456,Clemson,US,34.6834,-82.8374,43.0,45,90,4.36,overcast clouds
457,Surt,LY,31.2089,16.5887,57.18,75,0,2.77,clear sky
458,Zyryanka,RU,65.75,150.85,-28.66,84,100,7.36,overcast clouds
459,Merritt Island,US,28.5392,-80.672,64.0,72,79,4.0,broken clouds
460,Zambezi,ZM,-13.5432,23.1047,64.94,97,100,5.77,light rain
461,Kosterevo,RU,55.9299,39.6144,33.31,97,100,5.28,overcast clouds
462,Tabira,BR,-7.5908,-37.5394,69.03,77,58,7.31,broken clouds
463,College,US,64.8569,-147.8028,19.99,78,75,2.68,broken clouds
464,Jiuquan,CN,39.7432,98.5174,24.13,80,97,1.92,overcast clouds
465,Khorramabad,IR,33.4878,48.3558,23.0,86,0,2.3,clear sky
466,Acari,PE,-15.4311,-74.6158,72.61,67,63,2.3,broken clouds
467,Taltal,CL,-25.4,-70.4833,64.94,74,0,1.54,clear sky
468,Inirida,CO,3.8653,-67.9239,73.89,94,100,1.79,overcast clouds
469,Nuuk,GL,64.1835,-51.7216,17.6,79,20,3.44,few clouds
470,Nangwa,TZ,-4.4667,35.45,55.15,100,100,5.28,overcast clouds
471,Dong Hoi,VN,17.4833,106.6,72.21,77,83,6.93,broken clouds
472,Narsaq,GL,60.9167,-46.05,28.4,29,0,25.32,clear sky
473,Statesville,US,35.7826,-80.8873,30.2,47,1,3.98,clear sky
474,Cody,US,44.5263,-109.0565,21.99,73,90,3.44,overcast clouds
475,Bar Bigha,IN,25.2167,85.7333,67.6,43,0,2.51,clear sky
476,Visby,SE,57.6409,18.296,36.0,18,100,1.01,overcast clouds
477,Eenhana,NA,-17.4667,16.3333,73.4,83,100,4.61,overcast clouds
478,Samarai,PG,-10.6167,150.6667,83.82,72,93,4.52,light rain
479,Pierre,US,44.3683,-100.351,21.0,93,1,8.05,clear sky
480,Mountain Home,US,43.133,-115.6912,28.4,74,1,2.04,clear sky
481,Pyay,MM,18.8167,95.2167,79.92,31,0,2.73,clear sky
482,Cabedelo,BR,-6.9811,-34.8339,75.2,94,0,3.44,clear sky
483,Kirakira,SB,-10.4544,161.9205,84.65,60,97,6.93,overcast clouds
484,Chapais,CA,49.7834,-74.8492,-0.4,78,90,10.36,light snow
485,Cookeville,US,36.1628,-85.5016,39.2,41,90,4.61,overcast clouds
486,Flin Flon,CA,54.7682,-101.865,-22.76,86,94,6.76,overcast clouds
487,Ocos,GT,14.5094,-92.1933,63.0,86,100,5.73,overcast clouds
488,Martapura,ID,-3.4167,114.85,86.0,74,40,5.75,scattered clouds
489,Bubaque,GW,11.2833,-15.8333,77.18,59,0,9.6,clear sky
490,Kalmar,SE,56.6616,16.3616,30.99,100,90,6.91,overcast clouds
491,Nueva Loja,EC,0.0847,-76.8828,70.65,98,100,1.23,moderate rain
492,Bonthe,SL,7.5264,-12.505,74.73,89,0,5.39,clear sky
493,Dingle,PH,10.9995,122.6711,84.87,69,100,5.21,light rain
494,Assiniboia,CA,49.6334,-105.9845,-2.2,78,97,6.91,overcast clouds
495,Laguna,US,38.421,-121.4238,48.0,76,1,4.61,clear sky
496,Alice Springs,AU,-23.7,133.8833,80.6,65,90,6.91,overcast clouds
497,Kabalo,CD,-6.05,26.9167,68.68,95,100,1.39,overcast clouds
498,Stillwater,US,36.1156,-97.0584,48.0,87,90,13.8,overcast clouds
499,Rabo De Peixe,PT,37.8,-25.5833,62.6,94,75,24.16,light rain
500,Holbeach,GB,52.804,0.0144,28.99,90,45,6.26,scattered clouds
501,Hobyo,SO,5.3505,48.5268,77.45,66,82,23.15,broken clouds
502,Netivot,IL,31.4222,34.5886,48.0,50,0,1.99,clear sky
503,Anadyr,RU,64.75,177.4833,-18.0,76,24,11.18,few clouds
504,Kavalerovo,RU,44.2661,135.0572,35.02,81,0,3.94,clear sky
505,Itoman,JP,26.1247,127.6694,68.0,60,40,17.27,scattered clouds
506,Broome,US,42.2506,-75.833,19.0,79,90,13.8,light snow
507,Niquero,CU,20.0431,-77.5828,74.59,84,16,12.24,few clouds
508,Musoma,TZ,-1.5,33.8,68.0,94,40,5.64,scattered clouds
509,Takoradi,GH,4.8845,-1.7554,76.71,86,97,5.14,overcast clouds
510,Caravelas,BR,-17.7125,-39.2481,73.4,86,27,2.28,scattered clouds
511,Aberdeen,GB,57.1437,-2.0981,28.0,86,78,6.91,broken clouds
512,Beauvais,FR,49.4167,2.0,30.2,93,0,5.75,clear sky
513,Sinnamary,GF,5.3833,-52.95,77.32,89,100,11.74,overcast clouds
514,Richards Bay,ZA,-28.783,32.0377,78.71,76,0,7.49,clear sky
515,Muroto,JP,33.2833,134.15,51.8,76,75,17.27,broken clouds
516,Baglung,NP,28.2719,83.5898,63.9,36,0,2.71,clear sky
517,Salinas,US,36.6777,-121.6555,50.0,87,1,6.91,clear sky
518,Svetlyy,RU,54.675,20.1347,35.6,93,75,8.95,broken clouds
519,Am Timan,TD,11.0297,20.2827,66.09,26,56,5.14,broken clouds
520,Teya,RU,60.3778,92.6267,-11.24,87,100,1.77,overcast clouds
521,Koumac,NC,-20.5667,164.2833,83.12,73,93,10.47,overcast clouds
522,Dondo,MZ,-19.6094,34.7431,75.87,81,100,8.21,overcast clouds
523,Pangnirtung,CA,66.1451,-65.7125,15.53,80,69,2.44,broken clouds
524,Clovis,US,36.8252,-119.7029,46.4,76,40,3.44,scattered clouds
525,Alabel,PH,6.1018,125.2905,87.8,62,20,6.91,light rain
526,Loukhi,RU,66.0764,33.0381,15.73,97,100,2.19,light snow
527,Traralgon,AU,-38.1833,146.5333,97.0,24,94,1.99,overcast clouds
528,Oskemen,KZ,49.9565,82.6119,8.6,92,90,2.24,snow
529,Santa Cruz,BO,-17.8,-63.1667,71.6,94,75,3.44,broken clouds
530,Loja,EC,-3.9931,-79.2042,56.59,90,99,2.55,overcast clouds
531,Olafsvik,IS,64.8945,-23.7142,29.32,91,91,35.34,overcast clouds
532,Nome,US,64.5011,-165.4064,26.6,86,90,10.36,light snow
533,Caarapo,BR,-22.6342,-54.8222,69.42,97,97,5.86,overcast clouds
534,Jequie,BR,-13.8575,-40.0836,70.29,90,100,2.64,moderate rain
535,Sangar,RU,63.9242,127.4739,-51.9,75,88,3.87,overcast clouds
536,Cherkasskoye,RU,52.4333,47.2167,33.08,95,100,7.67,overcast clouds
537,Sumbe,AO,-11.2061,13.8437,74.1,80,100,3.65,overcast clouds
538,Barcelos,PT,41.5388,-8.6151,53.6,87,20,6.91,few clouds
539,Awbari,LY,26.5921,12.7805,46.47,48,0,2.57,clear sky
540,Krasnoselkup,RU,65.7,82.4667,-42.59,74,0,5.59,clear sky
541,Vestmannaeyjar,IS,63.4427,-20.2734,32.99,85,85,22.64,overcast clouds
542,Tiarei,PF,-17.5333,-149.3333,82.4,61,40,3.44,light rain
543,Dolinsk,RU,47.35,142.8,32.0,69,75,6.71,broken clouds
544,Alofi,NU,-19.0595,-169.9187,84.2,70,99,6.91,overcast clouds
545,Arcata,US,40.8665,-124.0828,46.99,81,90,9.71,overcast clouds
546,Coquimbo,CL,-29.9533,-71.3436,62.6,82,0,4.61,clear sky
547,Englewood,US,39.6478,-104.9878,28.99,80,90,5.75,overcast clouds
548,Hermosillo,MX,29.0667,-110.9667,61.0,88,20,4.9,few clouds
549,Acapulco,MX,16.8634,-99.8901,78.01,77,100,1.36,overcast clouds
550,Saint Simons,US,31.1352,-81.3901,53.6,76,90,9.22,overcast clouds
551,Clarence Town,AU,-32.5833,151.7833,100.0,26,0,9.22,clear sky
552,Male,MV,4.1748,73.5089,86.0,74,20,13.8,light rain
553,Imbituba,BR,-28.24,-48.6703,75.2,94,75,3.44,broken clouds
554,Ascension,US,30.2169,-90.9001,59.0,77,90,4.61,overcast clouds
555,Lillooet,CA,50.6856,-121.942,24.01,79,90,2.3,overcast clouds
556,Cantaura,VE,9.3057,-64.3584,74.48,80,77,10.89,broken clouds
557,Karpinsk,RU,59.7654,60.0085,-21.78,87,100,3.98,light snow
558,Bay City,US,43.5945,-83.8889,21.99,73,40,4.61,scattered clouds
559,Saint-Louis,SN,16.3333,-15.0,62.6,29,0,2.3,clear sky
560,Xining,CN,36.6167,101.7667,28.85,66,100,3.22,overcast clouds
561,Shingu,JP,33.7333,135.9833,51.8,93,75,9.22,broken clouds
562,Luganville,VU,-15.5333,167.1667,83.95,75,100,3.38,light rain
563,Aden,YE,12.7794,45.0367,75.2,70,43,19.86,scattered clouds
564,Shwebo,MM,22.5667,95.7,76.59,43,63,1.3,broken clouds
565,Iquique,CL,-20.2208,-70.1431,66.2,88,0,0.22,clear sky
566,Kloulklubed,PW,7.0419,134.2556,86.0,70,75,12.66,broken clouds
567,Birpur,IN,26.5167,87.0167,69.42,48,3,4.65,clear sky
568,Karsava,LV,56.7841,27.6883,36.5,95,100,12.19,overcast clouds
569,Kuala Pilah,MY,2.7389,102.2487,87.01,70,20,9.22,few clouds
570,Dawei,MM,14.0833,98.2,85.6,42,0,4.36,clear sky
571,Mayfield,US,36.7417,-88.6367,39.99,41,90,8.05,overcast clouds
572,Xiazhen,CN,34.8022,117.1117,46.18,53,97,7.49,overcast clouds
573,Verkh-Chebula,RU,56.0308,87.6218,-4.13,91,100,7.47,overcast clouds
574,Teknaf,BD,20.8624,92.3058,73.22,38,5,3.02,clear sky
575,Port Augusta,AU,-32.5,137.7667,109.0,9,100,19.57,overcast clouds
576,Prince Rupert,CA,54.3161,-130.3201,37.4,93,90,4.61,light rain
577,Lanquin,GT,15.5667,-89.9667,67.8,91,82,1.97,broken clouds
578,Yumen,CN,40.2833,97.2,22.62,80,100,24.32,light snow
579,Lazaro Cardenas,MX,17.9583,-102.2,75.11,83,91,2.44,overcast clouds
580,Mandera,KE,3.9366,41.867,75.47,60,2,9.13,clear sky
581,Tieli,CN,46.95,128.05,18.43,94,55,0.13,broken clouds
582,Krasnyy Oktyabr,RU,56.1167,38.8833,33.89,97,100,6.51,overcast clouds
583,Amboasary,MG,-25.0333,46.3833,78.8,100,75,13.8,broken clouds
584,San Ignacio,BZ,17.1561,-89.0714,73.99,94,0,6.91,clear sky
585,Sobolevo,RU,54.4299,31.8996,32.34,98,99,14.12,overcast clouds
586,Edd,ER,13.9297,41.6925,74.71,43,5,7.83,clear sky
587,Comodoro Rivadavia,AR,-45.8667,-67.5,57.2,67,0,6.91,clear sky
588,Qianan,CN,44.9932,124.0581,20.16,94,0,4.76,clear sky
589,Saint Paul,US,44.9444,-93.0933,19.0,93,90,8.05,snow
590,Madisonville,US,37.3281,-87.4989,37.99,35,90,5.75,overcast clouds
591,Yaan,NG,7.3833,8.5667,68.79,72,100,4.5,overcast clouds
592,Kenitra,MA,34.261,-6.5802,48.2,100,100,4.61,overcast clouds
593,Nacala,MZ,-14.5428,40.6728,78.17,88,100,6.15,overcast clouds
594,Zhangye,CN,38.9342,100.4517,25.43,77,100,7.7,overcast clouds
595,Golden,US,39.7555,-105.2211,28.0,68,43,9.22,light snow
596,Olga,RU,43.7444,135.2892,35.17,67,0,3.04,clear sky
597,Milas,TR,37.3164,27.7839,51.8,93,75,5.75,broken clouds
598,Sindou,BF,10.6667,-5.1667,66.81,22,8,6.38,clear sky
599,Verkh-Suetka,RU,53.3,80.05,-28.75,84,76,6.89,broken clouds
600,Jaisalmer,IN,26.9147,70.9181,59.34,31,0,8.43,clear sky
601,Alyangula,AU,-13.8483,136.4192,78.8,100,75,8.05,moderate rain
602,San Rafael,AR,-34.6177,-68.3301,82.56,27,0,10.36,clear sky
603,Makakilo City,US,21.3469,-158.0858,78.01,69,1,11.5,clear sky
604,Sarny,UA,51.338,26.6019,32.74,96,98,8.14,overcast clouds
605,Alepe,CI,5.5004,-3.6631,77.0,100,20,2.3,few clouds
606,Antofagasta,CL,-23.65,-70.4,66.2,77,90,8.05,overcast clouds
607,Bandarbeyla,SO,9.4942,50.8122,72.36,71,58,18.75,broken clouds
608,Tsybuliv,UA,49.0766,29.8461,39.97,95,100,16.04,overcast clouds
609,Saint-Pierre,RE,-21.3393,55.4781,86.0,62,75,4.61,broken clouds
610,Emborion,GR,40.4833,21.55,37.4,87,41,2.3,scattered clouds
611,Mugur-Aksy,RU,50.35,90.5,-2.38,84,100,4.72,light snow
612,Kaili,ID,-3.4626,120.2147,78.26,70,100,2.15,light rain
613,Smithers,CA,54.7804,-127.1743,15.8,79,90,3.44,light snow
614,Umm Kaddadah,SD,13.6017,26.6876,63.01,29,69,17.0,broken clouds
615,Redlands,US,34.0556,-117.1825,46.99,81,90,2.55,moderate rain
616,Prata,BR,-19.3072,-48.9242,71.1,75,51,5.95,broken clouds
617,Uray,RU,60.1247,64.7758,-31.95,84,95,5.91,overcast clouds
618,Esfarayen,IR,37.0765,57.5101,15.8,73,0,2.3,clear sky
619,Filingue,NE,14.3521,3.3168,63.97,25,6,10.4,clear sky
620,Matamoros,MX,25.5333,-103.25,71.6,26,40,3.65,scattered clouds
621,Innisfail,AU,-17.5333,146.0333,82.67,68,1,9.64,clear sky
622,Gorele,TR,41.0308,39.0031,41.0,60,0,9.33,clear sky
623,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,72.86,97,64,0.49,light rain
624,San Ramon De La Nueva Oran,AR,-23.1322,-64.326,77.0,76,91,4.0,overcast clouds
625,Kidal,ML,18.4411,1.4078,59.65,26,0,11.32,clear sky
626,Walvis Bay,NA,-22.9575,14.5053,70.0,94,100,3.44,light rain
627,Marawi,PH,7.9986,124.2928,82.99,80,99,5.01,overcast clouds
628,Bilyayivka,UA,46.4832,30.2168,48.2,81,0,20.13,clear sky
629,Kysyl-Syr,RU,63.8986,122.7617,-50.39,75,54,4.65,broken clouds
630,Kunszentmarton,HU,46.8392,20.2888,39.99,100,0,11.5,clear sky
631,Maceio,BR,-9.6658,-35.7353,73.4,94,40,1.14,scattered clouds
632,Ulaanbaatar,MN,47.9077,106.8832,6.8,66,75,4.79,broken clouds
633,Arlit,NE,18.7369,7.3853,56.21,31,1,5.46,clear sky
634,Arys,KZ,42.4252,68.795,30.2,80,75,4.47,broken clouds
635,Tura,IN,25.5198,90.2201,71.24,41,85,2.1,overcast clouds
636,Carmen De Apicala,CO,4.1473,-74.7201,74.48,76,64,3.38,broken clouds
637,Synya,RU,65.3718,58.0387,-6.88,86,100,4.07,overcast clouds
638,Ambilobe,MG,-13.2,49.05,76.32,89,57,2.35,broken clouds
639,Mkushi,ZM,-13.6202,29.3939,63.63,93,100,7.49,overcast clouds
640,Nenjiang,CN,49.1833,125.2167,7.56,91,71,7.31,broken clouds
641,Randudongkal,ID,-7.0981,109.3243,82.62,72,100,4.92,overcast clouds
642,Angoram,PG,-4.0625,144.0661,88.21,63,100,5.12,light rain
643,Salinopolis,BR,-0.6136,-47.3561,79.52,84,90,11.12,light rain
644,Xingyi,CN,24.1877,102.817,61.34,50,17,14.12,few clouds
645,Meulaboh,ID,4.1363,96.1285,85.41,66,2,1.9,clear sky
646,Tommot,RU,58.9564,126.2925,-28.77,79,81,2.13,broken clouds
647,Sept-Iles,CA,50.2001,-66.3821,34.0,69,100,14.97,light rain
648,Bastrop,US,32.7562,-91.8724,46.99,87,90,5.14,overcast clouds
649,Tobol,KZ,52.6844,62.5794,-7.31,91,98,9.64,overcast clouds
650,Eloi Mendes,BR,-21.61,-45.5653,64.53,95,100,6.67,overcast clouds
651,Isla Mujeres,MX,21.2311,-86.731,78.01,78,20,6.91,few clouds
652,Balabac,PH,7.9868,117.0645,82.65,74,47,8.63,scattered clouds
653,Ukiah,US,39.1502,-123.2078,42.8,81,1,2.04,clear sky
654,Macau,MO,22.2006,113.5461,69.8,77,20,16.11,few clouds
655,Benguela,AO,-12.5763,13.4055,71.29,77,64,3.83,broken clouds
656,Leningradskiy,RU,69.3833,178.4167,-17.16,79,0,2.24,clear sky
657,Tafresh,IR,34.692,50.013,10.4,92,0,6.91,clear sky
658,Ortakoy,TR,38.7373,34.0387,28.4,69,0,13.8,clear sky
659,Kahului,US,20.8947,-156.47,77.0,61,40,19.57,scattered clouds
660,Barranca,PE,-10.75,-77.7667,70.18,84,79,5.06,broken clouds
661,Bose,IT,45.4612,8.0137,37.0,83,76,1.01,broken clouds
662,Searcy,US,35.2506,-91.7363,42.8,56,90,3.44,overcast clouds
663,Salalah,OM,17.0151,54.0924,68.0,34,0,13.8,clear sky
664,Niamey,NE,13.5137,2.1098,66.2,19,0,5.75,clear sky
665,Port-Gentil,GA,-0.7193,8.7815,80.49,77,99,8.97,overcast clouds
666,Saint-Joseph,RE,-21.3667,55.6167,86.0,62,75,4.61,light rain
667,Shelburne,CA,44.0787,-80.2041,21.2,92,90,5.12,light snow
668,Mata,PT,40.683,-7.4592,48.0,87,67,7.0,broken clouds
669,Victor Harbor,AU,-35.5667,138.6167,108.0,16,0,17.27,clear sky
670,Ca Mau,VN,9.1769,105.15,85.93,55,59,10.56,broken clouds
671,Abomsa,ET,9.9833,39.9833,58.8,41,89,0.74,overcast clouds
672,Mapiri,BO,-15.25,-68.1667,64.58,89,99,1.16,overcast clouds
673,Ulaangom,MN,49.9811,92.0667,5.36,92,100,2.04,overcast clouds
674,Anzio,IT,41.4853,12.6179,54.0,70,100,5.01,light rain
675,Iisaku,EE,59.1014,27.3081,35.44,98,100,14.74,overcast clouds
676,Belmonte,BR,-15.8631,-38.8828,73.4,88,40,3.44,scattered clouds
677,Forio,IT,40.7342,13.8646,55.99,76,92,4.0,overcast clouds
678,Inta,RU,66.0317,60.1659,-10.7,82,100,10.6,overcast clouds
679,Bahia Blanca,AR,-38.7196,-62.2724,87.08,26,11,5.19,few clouds
680,Ratnagiri,IN,16.9833,73.3,79.83,53,0,6.13,clear sky
681,Ferrol,ES,43.4832,-8.2369,51.01,80,100,7.0,overcast clouds
682,Havre-Saint-Pierre,CA,50.2334,-63.5986,33.8,86,90,14.97,overcast clouds
683,Lyubech,UA,51.7026,30.6569,34.93,97,100,13.82,overcast clouds
684,Danshui,CN,22.7984,114.4672,72.0,76,80,10.36,broken clouds
685,Kontagora,NG,10.3999,5.4695,69.73,21,51,7.27,broken clouds
